customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_value,customer_title
494,133.0,2,784.4299999999998,1,1,1,111,lost customer
495,128.0,6,4087.0400000000004,1,3,3,133,high risk customer
496,45.0,4,1310.77,3,1,1,311,late bloomer
497,59.0,4,1061.48,2,1,1,211,high risk customer
498,7.0,7,4982.41,4,3,4,434,platinum customer
499,55.0,11,4043.5800000000004,2,4,3,243,late bloomer
500,24.0,8,3977.81,3,4,3,343,recent customer
501,182.0,3,1264.13,1,1,1,111,lost customer
502,166.0,4,2508.8100000000004,1,1,2,112,lost customer
503,83.0,3,1280.6399999999996,2,1,1,211,high risk customer
504,136.0,8,2714.7599999999998,1,4,2,142,high risk customer
505,14.0,5,3369.4700000000003,4,2,3,423,very loyal
506,56.0,10,6985.24,2,4,4,244,late bloomer
507,36.0,7,4290.77,3,3,4,334,recent customer
508,155.0,4,2587.54,1,1,2,112,lost customer
509,89.0,6,4389.7300000000005,1,3,4,134,high risk customer
510,59.0,2,1694.59,2,1,1,211,high risk customer
511,11.0,4,1152.6299999999997,4,1,1,411,becoming loyal
512,95.0,4,1136.3400000000001,1,1,1,111,lost customer
513,14.0,5,4222.139999999999,4,2,4,424,very loyal
514,123.0,5,2144.29,1,2,2,122,almost lost customer
515,14.0,8,5916.6900000000005,4,4,4,444,platinum customer
516,19.0,10,4722.210000000001,3,4,4,344,recent customer
517,10.0,6,2632.1600000000003,4,3,2,432,very loyal
518,261.0,3,938.2500000000001,1,1,1,111,lost customer
519,55.0,4,2326.39,2,1,2,212,high risk customer
520,16.0,5,819.26,4,2,1,421,very loyal
521,154.0,2,624.9000000000001,1,1,1,111,lost customer
522,41.0,4,1663.83,3,1,1,311,late bloomer
523,18.0,6,2795.7700000000004,4,3,3,433,very loyal
524,138.0,7,2024.5299999999997,1,3,2,132,almost lost customer
525,119.0,8,3584.83,1,4,3,143,high risk customer
526,154.0,3,1111.55,1,1,1,111,lost customer
527,43.0,2,1694.76,3,1,1,311,late bloomer
528,134.0,6,4150.06,1,3,4,134,high risk customer
529,12.0,6,2339.14,4,3,2,432,very loyal
530,162.0,3,1751.35,1,1,1,111,lost customer
531,61.0,5,1761.4599999999998,2,2,1,221,losing customer
532,28.0,5,2963.81,3,2,3,323,potential customer
533,2.0,6,5387.05,4,3,4,434,platinum customer
534,6.0,8,4809.950000000001,4,4,4,444,platinum customer
535,73.0,2,1261.57,2,1,1,211,high risk customer
536,32.0,3,2832.0599999999995,3,1,3,313,potential customer
537,49.0,3,825.7299999999999,2,1,1,211,high risk customer
538,4.0,6,5619.99,4,3,4,434,platinum customer
539,36.0,8,1676.43,3,4,1,341,recent customer
540,79.0,6,1821.0300000000002,2,3,2,232,losing customer
541,137.0,5,2755.28,1,2,2,122,almost lost customer
542,38.0,6,2098.52,3,3,2,332,recent customer
543,0.0,5,1924.15,4,2,2,422,very loyal
544,173.0,4,2246.42,1,1,2,112,lost customer
545,6.0,6,5665.789999999999,4,3,4,434,platinum customer
546,37.0,5,4449.529999999999,3,2,4,324,potential customer
547,74.0,6,2901.1899999999996,2,3,3,233,losing customer
548,10.0,7,4223.29,4,3,4,434,platinum customer
549,40.0,8,3751.75,3,4,3,343,recent customer
550,14.0,5,1437.7199999999998,4,2,1,421,very loyal
551,152.0,4,2850.0,1,1,3,113,almost lost customer
552,159.0,4,1577.7000000000003,1,1,1,111,lost customer
553,19.0,6,2566.27,3,3,2,332,recent customer
554,38.0,3,1670.6699999999998,3,1,1,311,late bloomer
555,165.0,4,3505.629999999999,1,1,3,113,almost lost customer
556,9.0,5,3985.03,4,2,3,423,very loyal
557,181.0,2,830.3100000000001,1,1,1,111,lost customer
558,35.0,6,3368.76,3,3,3,333,recent customer
559,6.0,4,1824.4800000000002,4,1,2,412,becoming loyal
560,41.0,6,3583.46,3,3,3,333,recent customer
561,28.0,6,2891.59,3,3,3,333,recent customer
562,36.0,5,2125.01,3,2,2,322,potential customer
563,33.0,7,1931.1299999999997,3,3,2,332,recent customer
564,11.0,6,2143.39,4,3,2,432,very loyal
565,104.0,10,7079.070000000001,1,4,4,144,high risk customer
566,52.0,3,2145.5599999999995,2,1,2,212,high risk customer
567,60.0,4,439.57000000000005,2,1,1,211,high risk customer
568,91.0,7,1258.1,1,3,1,131,almost lost customer
569,98.0,4,6084.139999999999,1,1,4,114,almost lost customer
570,35.0,6,3446.07,3,3,3,333,recent customer
571,72.0,3,2284.98,2,1,2,212,high risk customer
572,13.0,6,2600.44,4,3,2,432,very loyal
573,105.0,2,1618.8300000000002,1,1,1,111,lost customer
574,277.0,4,2172.4100000000003,1,1,2,112,lost customer
575,248.0,2,714.24,1,1,1,111,lost customer
576,7.0,6,4580.35,4,3,4,434,platinum customer
577,2.0,11,4242.34,4,4,4,444,platinum customer
578,199.0,7,2754.81,1,3,2,132,almost lost customer
579,52.0,9,4204.6,2,4,4,244,late bloomer
580,24.0,5,2185.5099999999998,3,2,2,322,potential customer
581,53.0,4,2223.5499999999997,2,1,2,212,high risk customer
582,149.0,4,2744.6,1,1,2,112,lost customer
583,31.0,4,2258.1899999999996,3,1,2,312,potential customer
584,132.0,4,1270.2099999999998,1,1,1,111,lost customer
585,97.0,6,2174.5,1,3,2,132,almost lost customer
586,90.0,3,2562.4700000000003,1,1,2,112,lost customer
587,53.0,6,3293.38,2,3,3,233,losing customer
588,19.0,5,3603.85,3,2,3,323,potential customer
589,10.0,3,1397.8999999999999,4,1,1,411,becoming loyal
590,43.0,11,6119.6,3,4,4,344,recent customer
591,221.0,2,484.9599999999999,1,1,1,111,lost customer
592,199.0,4,1071.53,1,1,1,111,lost customer
593,1.0,6,3493.8,4,3,3,433,very loyal
594,33.0,9,6630.72,3,4,4,344,recent customer
595,184.0,3,2011.1599999999999,1,1,2,112,lost customer
596,85.0,3,3836.34,2,1,3,213,losing customer
597,61.0,5,1830.3900000000003,2,2,2,222,losing customer
598,131.0,7,3535.5600000000004,1,3,3,133,high risk customer
599,115.0,5,4319.139999999999,1,2,4,124,almost lost customer
600,206.0,3,1854.7800000000002,1,1,2,112,lost customer
601,58.0,5,1423.44,2,2,1,221,losing customer
602,77.0,5,2568.76,2,2,2,222,losing customer
603,49.0,7,3148.1000000000004,2,3,3,233,losing customer
604,69.0,6,4661.959999999999,2,3,4,234,late bloomer
605,2.0,8,5025.639999999999,4,4,4,444,platinum customer
606,55.0,6,2488.5299999999997,2,3,2,232,losing customer
607,58.0,9,6998.390000000001,2,4,4,244,late bloomer
608,85.0,8,4050.1099999999997,2,4,3,243,late bloomer
609,36.0,4,2168.73,3,1,2,312,potential customer
610,46.0,9,3399.9100000000003,2,4,3,243,late bloomer
611,3.0,8,3500.44,4,4,3,443,platinum customer
612,87.0,3,665.4299999999998,2,1,1,211,high risk customer
613,3.0,6,2098.59,4,3,2,432,very loyal
614,18.0,9,6120.46,4,4,4,444,platinum customer
615,42.0,4,3620.88,3,1,3,313,potential customer
616,92.0,4,1695.9999999999998,1,1,1,111,lost customer
617,20.0,4,2313.43,3,1,2,312,potential customer
618,308.0,2,1202.3899999999999,1,1,1,111,lost customer
619,65.0,7,3378.35,2,3,3,233,losing customer
620,103.0,8,1981.2999999999997,1,4,2,142,high risk customer
621,2.0,9,6126.81,4,4,4,444,platinum customer
622,266.0,3,1627.6899999999998,1,1,1,111,lost customer
623,93.0,3,1636.8900000000003,1,1,1,111,lost customer
624,90.0,3,3352.8900000000003,1,1,3,113,almost lost customer
625,16.0,6,2326.08,4,3,2,432,very loyal
626,54.0,9,3437.37,2,4,3,243,late bloomer
627,58.0,5,4597.2699999999995,2,2,4,224,losing customer
628,54.0,5,1313.8600000000001,2,2,1,221,losing customer
629,64.0,8,2245.4300000000003,2,4,2,242,late bloomer
630,53.0,7,3717.21,2,3,3,233,losing customer
631,16.0,6,1767.3899999999999,4,3,1,431,very loyal
632,41.0,3,1726.6099999999997,3,1,1,311,late bloomer
633,1.0,7,3328.45,4,3,3,433,very loyal
634,17.0,7,2853.1800000000003,4,3,3,433,very loyal
635,39.0,6,1220.6100000000001,3,3,1,331,recent customer
636,19.0,7,4418.9,3,3,4,334,recent customer
637,7.0,13,5402.469999999999,4,4,4,444,platinum customer
638,60.0,8,3507.13,2,4,3,243,late bloomer
639,8.0,6,2516.35,4,3,2,432,very loyal
640,10.0,8,4278.6,4,4,4,444,platinum customer
641,202.0,4,2456.51,1,1,2,112,lost customer
642,24.0,7,2724.29,3,3,2,332,recent customer
643,197.0,4,2308.04,1,1,2,112,lost customer
644,157.0,3,550.0,1,1,1,111,lost customer
645,116.0,7,5192.72,1,3,4,134,high risk customer
646,110.0,4,2533.4099999999994,1,1,2,112,lost customer
647,42.0,9,5279.19,3,4,4,344,recent customer
648,57.0,7,4222.63,2,3,4,234,late bloomer
649,11.0,5,263.5399999999999,4,2,1,421,very loyal
650,50.0,6,2904.69,2,3,3,233,losing customer
651,18.0,3,3473.32,4,1,3,413,becoming loyal
652,5.0,9,2488.9,4,4,2,442,platinum customer
653,37.0,5,2623.84,3,2,2,322,potential customer
654,28.0,3,1374.9,3,1,1,311,late bloomer
655,51.0,6,5753.88,2,3,4,234,late bloomer
656,10.0,8,3749.56,4,4,3,443,platinum customer
657,175.0,5,2529.9,1,2,2,122,almost lost customer
658,97.0,5,2596.17,1,2,2,122,almost lost customer
659,146.0,3,2481.28,1,1,2,112,lost customer
660,12.0,4,3839.45,4,1,3,413,becoming loyal
661,34.0,6,3308.0899999999997,3,3,3,333,recent customer
662,86.0,7,3873.0,2,3,3,233,losing customer
663,73.0,4,2132.7900000000004,2,1,2,212,high risk customer
664,84.0,4,1036.09,2,1,1,211,high risk customer
665,85.0,7,5204.200000000001,2,3,4,234,late bloomer
666,41.0,5,2459.7599999999993,3,2,2,322,potential customer
667,19.0,5,3802.78,3,2,3,323,potential customer
668,6.0,7,4375.9800000000005,4,3,4,434,platinum customer
669,8.0,11,5513.280000000001,4,4,4,444,platinum customer
670,116.0,4,1542.17,1,1,1,111,lost customer
671,62.0,6,5393.05,2,3,4,234,late bloomer
672,50.0,3,3633.1399999999994,2,1,3,213,losing customer
673,2.0,5,2058.7,4,2,2,422,very loyal
674,115.0,6,3008.86,1,3,3,133,high risk customer
675,0.0,3,1396.6200000000003,4,1,1,411,becoming loyal
676,33.0,6,2894.8500000000004,3,3,3,333,recent customer
677,71.0,5,940.36,2,2,1,221,losing customer
678,94.0,3,1606.99,1,1,1,111,lost customer
679,62.0,10,3551.24,2,4,3,243,late bloomer
680,14.0,4,3291.4300000000003,4,1,3,413,becoming loyal
681,7.0,6,2244.1899999999996,4,3,2,432,very loyal
682,20.0,7,5428.9400000000005,3,3,4,334,recent customer
683,15.0,5,1478.67,4,2,1,421,very loyal
684,42.0,8,2431.6000000000004,3,4,2,342,recent customer
685,102.0,6,5218.2,1,3,4,134,high risk customer
686,37.0,5,2073.8100000000004,3,2,2,322,potential customer
687,8.0,6,812.72,4,3,1,431,very loyal
688,81.0,4,2967.8,2,1,3,213,losing customer
689,12.0,3,541.3299999999999,4,1,1,411,becoming loyal
690,64.0,5,2848.24,2,2,3,223,losing customer
691,39.0,8,5678.4,3,4,4,344,recent customer
692,50.0,9,5027.49,2,4,4,244,late bloomer
693,10.0,5,3763.9199999999996,4,2,3,423,very loyal
694,7.0,5,2400.83,4,2,2,422,very loyal
695,16.0,8,4659.0,4,4,4,444,platinum customer
696,21.0,6,1879.14,3,3,2,332,recent customer
697,11.0,4,3996.6,4,1,3,413,becoming loyal
698,76.0,3,1295.96,2,1,1,211,high risk customer
699,55.0,3,976.24,2,1,1,211,high risk customer
700,106.0,8,4618.110000000001,1,4,4,144,high risk customer
701,32.0,6,2215.5600000000004,3,3,2,332,recent customer
702,62.0,3,1905.88,2,1,2,212,high risk customer
703,1.0,5,4928.800000000001,4,2,4,424,very loyal
704,10.0,10,4034.46,4,4,3,443,platinum customer
705,11.0,4,502.12,4,1,1,411,becoming loyal
706,30.0,6,7109.399999999999,3,3,4,334,recent customer
707,44.0,6,3368.2000000000003,3,3,3,333,recent customer
708,175.0,3,2145.83,1,1,2,112,lost customer
709,146.0,5,3243.2999999999993,1,2,3,123,almost lost customer
710,39.0,6,5201.389999999999,3,3,4,334,recent customer
711,83.0,4,2685.62,2,1,2,212,high risk customer
712,61.0,8,4581.46,2,4,4,244,late bloomer
713,255.0,4,1891.1000000000001,1,1,2,112,lost customer
714,59.0,8,3005.36,2,4,3,243,late bloomer
715,158.0,3,2410.2400000000002,1,1,2,112,lost customer
716,12.0,6,3777.5299999999997,4,3,3,433,very loyal
717,14.0,6,1857.27,4,3,2,432,very loyal
718,34.0,8,2164.08,3,4,2,342,recent customer
719,11.0,7,4083.58,4,3,3,433,very loyal
720,20.0,10,7212.170000000001,3,4,4,344,recent customer
721,4.0,7,6579.619999999999,4,3,4,434,platinum customer
722,87.0,5,2934.44,2,2,3,223,losing customer
723,15.0,8,3489.96,4,4,3,443,platinum customer
724,23.0,8,5073.27,3,4,4,344,recent customer
725,3.0,11,7321.499999999999,4,4,4,444,platinum customer
726,54.0,3,2965.7599999999998,2,1,3,213,losing customer
727,61.0,6,3970.03,2,3,3,233,losing customer
728,25.0,9,6411.759999999999,3,4,4,344,recent customer
729,1.0,9,8953.17,4,4,4,444,platinum customer
730,14.0,7,3182.99,4,3,3,433,very loyal
731,134.0,4,2654.27,1,1,2,112,lost customer
732,64.0,5,3269.12,2,2,3,223,losing customer
733,46.0,10,8210.3,2,4,4,244,late bloomer
734,89.0,3,1140.1499999999996,1,1,1,111,lost customer
735,87.0,4,3025.3300000000004,2,1,3,213,losing customer
736,11.0,5,4107.889999999999,4,2,4,424,very loyal
737,54.0,7,4480.09,2,3,4,234,late bloomer
738,69.0,8,4706.860000000001,2,4,4,244,late bloomer
739,1.0,10,4842.199999999999,4,4,4,444,platinum customer
740,61.0,4,2083.73,2,1,2,212,high risk customer
741,148.0,5,1091.14,1,2,1,121,almost lost customer
742,10.0,6,1246.1099999999997,4,3,1,431,very loyal
743,89.0,4,3908.8,1,1,3,113,almost lost customer
744,23.0,5,1267.6799999999998,3,2,1,321,potential customer
745,11.0,4,2066.0299999999997,4,1,2,412,becoming loyal
746,43.0,6,1779.1599999999999,3,3,1,331,recent customer
747,35.0,2,571.3799999999999,3,1,1,311,late bloomer
748,46.0,9,3516.0,2,4,3,243,late bloomer
749,80.0,9,1830.7199999999998,2,4,2,242,late bloomer
750,58.0,6,5391.71,2,3,4,234,late bloomer
751,130.0,2,96.62,1,1,1,111,lost customer
752,20.0,8,2952.01,3,4,3,343,recent customer
753,15.0,8,7727.17,4,4,4,444,platinum customer
754,210.0,2,93.00999999999999,1,1,1,111,lost customer
755,95.0,3,847.22,1,1,1,111,lost customer
756,25.0,6,2121.6099999999997,3,3,2,332,recent customer
757,72.0,5,2946.73,2,2,3,223,losing customer
758,27.0,2,165.57999999999998,3,1,1,311,late bloomer
759,23.0,8,2646.67,3,4,2,342,recent customer
760,26.0,9,4847.049999999999,3,4,4,344,recent customer
761,145.0,5,1896.39,1,2,2,122,almost lost customer
762,85.0,5,2347.98,2,2,2,222,losing customer
763,74.0,6,3894.51,2,3,3,233,losing customer
764,79.0,3,1364.06,2,1,1,211,high risk customer
765,24.0,10,5070.62,3,4,4,344,recent customer
766,16.0,6,2271.9300000000003,4,3,2,432,very loyal
767,42.0,5,2438.84,3,2,2,322,potential customer
768,5.0,9,5580.570000000001,4,4,4,444,platinum customer
769,19.0,8,5070.24,3,4,4,344,recent customer
770,49.0,6,4457.48,2,3,4,234,late bloomer
771,124.0,6,3155.8099999999995,1,3,3,133,high risk customer
772,2.0,5,2879.1900000000005,4,2,3,423,very loyal
773,72.0,8,5907.35,2,4,4,244,late bloomer
774,143.0,1,144.26,1,1,1,111,lost customer
775,58.0,7,2862.330000000001,2,3,3,233,losing customer
776,13.0,9,2201.86,4,4,2,442,platinum customer
777,27.0,6,3184.33,3,3,3,333,recent customer
778,263.0,3,698.81,1,1,1,111,lost customer
779,82.0,4,1186.4099999999999,2,1,1,211,high risk customer
780,88.0,3,798.6200000000001,2,1,1,211,high risk customer
781,125.0,5,2256.3100000000004,1,2,2,122,almost lost customer
782,25.0,5,3431.8299999999995,3,2,3,323,potential customer
783,96.0,5,3498.8600000000006,1,2,3,123,almost lost customer
784,143.0,2,304.07,1,1,1,111,lost customer
785,18.0,5,507.86999999999995,4,2,1,421,very loyal
786,9.0,7,3828.7400000000002,4,3,3,433,very loyal
787,75.0,10,6646.0,2,4,4,244,late bloomer
788,39.0,5,2415.09,3,2,2,322,potential customer
789,4.0,8,2892.7599999999998,4,4,3,443,platinum customer
790,14.0,8,4889.110000000001,4,4,4,444,platinum customer
791,123.0,6,3819.0,1,3,3,133,high risk customer
792,17.0,6,3295.6499999999996,4,3,3,433,very loyal
793,1.0,10,4778.329999999998,4,4,4,444,platinum customer
794,22.0,7,4248.67,3,3,4,334,recent customer
795,18.0,5,2785.9800000000005,4,2,3,423,very loyal
796,6.0,7,3815.9300000000003,4,3,3,433,very loyal
797,21.0,4,2277.96,3,1,2,312,potential customer
798,21.0,3,1691.8100000000002,3,1,1,311,late bloomer
799,10.0,11,7142.200000000002,4,4,4,444,platinum customer
800,85.0,6,3239.48,2,3,3,233,losing customer
801,182.0,2,254.62999999999994,1,1,1,111,lost customer
802,95.0,6,2893.2,1,3,3,133,high risk customer
803,66.0,6,1746.5500000000002,2,3,1,231,losing customer
804,41.0,3,3065.9,3,1,3,313,potential customer
805,122.0,6,2795.75,1,3,3,133,high risk customer
806,31.0,4,2189.57,3,1,2,312,potential customer
807,80.0,4,2491.1299999999997,2,1,2,212,high risk customer
808,123.0,3,2119.7200000000003,1,1,2,112,lost customer
809,45.0,4,492.7399999999999,3,1,1,311,late bloomer
810,68.0,4,945.1599999999999,2,1,1,211,high risk customer
811,174.0,3,496.6199999999999,1,1,1,111,lost customer
812,197.0,2,566.34,1,1,1,111,lost customer
813,50.0,5,1633.61,2,2,1,221,losing customer
814,48.0,3,2154.13,2,1,2,212,high risk customer
815,27.0,6,5081.300000000001,3,3,4,334,recent customer
816,53.0,3,945.8499999999998,2,1,1,211,high risk customer
817,16.0,5,2328.9300000000003,4,2,2,422,very loyal
818,40.0,6,3028.8399999999992,3,3,3,333,recent customer
819,43.0,5,2558.04,3,2,2,322,potential customer
820,3.0,9,4381.48,4,4,4,444,platinum customer
821,33.0,5,2925.75,3,2,3,323,potential customer
822,328.0,1,802.26,1,1,1,111,lost customer
823,23.0,6,5811.3,3,3,4,334,recent customer
824,9.0,4,4137.780000000001,4,1,4,414,very loyal
825,10.0,6,1352.3500000000001,4,3,1,431,very loyal
826,4.0,4,1454.6100000000004,4,1,1,411,becoming loyal
827,49.0,8,4014.42,2,4,3,243,late bloomer
828,79.0,5,1378.3899999999999,2,2,1,221,losing customer
829,12.0,6,4600.24,4,3,4,434,platinum customer
830,149.0,6,2506.27,1,3,2,132,almost lost customer
831,11.0,5,1883.5900000000001,4,2,2,422,very loyal
832,17.0,11,8366.15,4,4,4,444,platinum customer
833,25.0,8,4776.1,3,4,4,344,recent customer
834,18.0,4,722.3,4,1,1,411,becoming loyal
835,7.0,8,3225.92,4,4,3,443,platinum customer
836,72.0,4,1768.44,2,1,1,211,high risk customer
837,157.0,3,1335.81,1,1,1,111,lost customer
838,41.0,4,1966.08,3,1,2,312,potential customer
839,106.0,4,826.2600000000001,1,1,1,111,lost customer
840,38.0,6,3320.09,3,3,3,333,recent customer
841,150.0,7,8330.089999999998,1,3,4,134,high risk customer
842,55.0,3,1727.32,2,1,1,211,high risk customer
843,2.0,6,2372.09,4,3,2,432,very loyal
844,31.0,9,4730.32,3,4,4,344,recent customer
845,125.0,3,672.39,1,1,1,111,lost customer
846,82.0,3,2129.34,2,1,2,212,high risk customer
847,114.0,4,2521.58,1,1,2,112,lost customer
848,140.0,4,1964.5200000000002,1,1,2,112,lost customer
849,27.0,6,4284.21,3,3,4,334,recent customer
850,34.0,8,2838.72,3,4,3,343,recent customer
851,9.0,4,3245.12,4,1,3,413,becoming loyal
853,64.0,9,7263.659999999998,2,4,4,244,late bloomer
854,8.0,4,2074.13,4,1,2,412,becoming loyal
855,104.0,4,3050.76,1,1,3,113,almost lost customer
856,1.0,7,2912.6499999999996,4,3,3,433,very loyal
857,24.0,5,3721.9199999999996,3,2,3,323,potential customer
858,11.0,6,2708.6000000000004,4,3,2,432,very loyal
859,18.0,6,2289.0600000000004,4,3,2,432,very loyal
860,91.0,4,3530.12,1,1,3,113,almost lost customer
861,54.0,5,1009.34,2,2,1,221,losing customer
862,54.0,1,309.80999999999995,2,1,1,211,high risk customer
863,69.0,4,703.62,2,1,1,211,high risk customer
864,46.0,6,4499.38,2,3,4,234,late bloomer
865,121.0,7,4261.0,1,3,4,134,high risk customer
866,98.0,5,4753.84,1,2,4,124,almost lost customer
867,293.0,5,4295.02,1,2,4,124,almost lost customer
868,83.0,6,5534.830000000001,2,3,4,234,late bloomer
870,100.0,7,3818.9700000000007,1,3,3,133,high risk customer
871,54.0,8,3502.86,2,4,3,243,late bloomer
872,171.0,1,75.48000000000002,1,1,1,111,lost customer
873,31.0,5,3226.46,3,2,3,323,potential customer
874,46.0,8,2786.5599999999995,2,4,3,243,late bloomer
875,63.0,6,4796.959999999999,2,3,4,234,late bloomer
876,16.0,3,1171.02,4,1,1,411,becoming loyal
877,17.0,9,4918.87,4,4,4,444,platinum customer
878,79.0,3,2809.7499999999995,2,1,3,213,losing customer
879,76.0,4,852.5000000000001,2,1,1,211,high risk customer
880,62.0,3,1751.7199999999998,2,1,1,211,high risk customer
881,147.0,3,2481.4300000000003,1,1,2,112,lost customer
882,112.0,5,4571.93,1,2,4,124,almost lost customer
883,47.0,4,705.35,2,1,1,211,high risk customer
884,1.0,5,2770.8500000000004,4,2,2,422,very loyal
885,7.0,3,863.6799999999998,4,1,1,411,becoming loyal
886,1.0,7,4067.6500000000005,4,3,3,433,very loyal
887,39.0,8,5247.4400000000005,3,4,4,344,recent customer
888,68.0,5,2278.7000000000003,2,2,2,222,losing customer
889,36.0,5,2357.69,3,2,2,322,potential customer
890,165.0,4,1561.06,1,1,1,111,lost customer
891,12.0,4,1998.58,4,1,2,412,becoming loyal
892,90.0,10,3941.7000000000007,1,4,3,143,high risk customer
893,75.0,7,4868.870000000001,2,3,4,234,late bloomer
894,48.0,8,3564.2699999999995,2,4,3,243,late bloomer
895,61.0,3,1867.17,2,1,2,212,high risk customer
896,38.0,4,1669.89,3,1,1,311,late bloomer
897,129.0,6,4080.84,1,3,3,133,high risk customer
898,205.0,1,179.44,1,1,1,111,lost customer
899,49.0,6,1274.48,2,3,1,231,losing customer
900,12.0,4,780.7,4,1,1,411,becoming loyal
901,82.0,4,3812.88,2,1,3,213,losing customer
902,14.0,9,6003.05,4,4,4,444,platinum customer
903,16.0,9,3401.85,4,4,3,443,platinum customer
904,37.0,4,1496.79,3,1,1,311,late bloomer
905,105.0,8,3553.2799999999997,1,4,3,143,high risk customer
906,16.0,9,4473.870000000001,4,4,4,444,platinum customer
907,26.0,7,1370.37,3,3,1,331,recent customer
908,4.0,7,2880.1000000000004,4,3,3,433,very loyal
909,189.0,5,5289.219999999999,1,2,4,124,almost lost customer
910,272.0,2,1346.38,1,1,1,111,lost customer
911,56.0,5,633.3499999999999,2,2,1,221,losing customer
912,40.0,7,4164.21,3,3,4,334,recent customer
913,113.0,3,2426.34,1,1,2,112,lost customer
914,106.0,5,2530.93,1,2,2,122,almost lost customer
915,28.0,4,425.1899999999999,3,1,1,311,late bloomer
916,36.0,4,3465.07,3,1,3,313,potential customer
917,35.0,8,5392.889999999999,3,4,4,344,recent customer
918,16.0,5,4066.2400000000002,4,2,3,423,very loyal
919,80.0,9,4458.89,2,4,4,244,late bloomer
920,90.0,6,4144.1900000000005,1,3,4,134,high risk customer
921,44.0,7,6285.75,3,3,4,334,recent customer
922,188.0,1,41.129999999999995,1,1,1,111,lost customer
923,32.0,7,3337.1600000000003,3,3,3,333,recent customer
924,109.0,8,3479.51,1,4,3,143,high risk customer
925,12.0,9,4371.16,4,4,4,444,platinum customer
926,12.0,5,1258.52,4,2,1,421,very loyal
927,295.0,3,1982.12,1,1,2,112,lost customer
928,11.0,8,2798.7200000000003,4,4,3,443,platinum customer
929,56.0,5,2540.3499999999995,2,2,2,222,losing customer
930,147.0,2,150.89,1,1,1,111,lost customer
931,70.0,5,2890.0600000000004,2,2,3,223,losing customer
932,3.0,6,2121.73,4,3,2,432,very loyal
933,0.0,5,2817.63,4,2,3,423,very loyal
934,0.0,7,4689.759999999999,4,3,4,434,platinum customer
935,53.0,7,5502.110000000001,2,3,4,234,late bloomer
936,32.0,11,8661.63,3,4,4,344,recent customer
937,15.0,5,2680.1499999999996,4,2,2,422,very loyal
938,61.0,8,4803.950000000001,2,4,4,244,late bloomer
939,31.0,4,1818.27,3,1,2,312,potential customer
940,52.0,5,3256.1400000000003,2,2,3,223,losing customer
941,33.0,10,11668.949999999999,3,4,4,344,recent customer
942,213.0,2,1859.17,1,1,2,112,lost customer
943,112.0,6,5300.95,1,3,4,134,high risk customer
944,133.0,7,1934.04,1,3,2,132,almost lost customer
945,14.0,7,3812.269999999999,4,3,3,433,very loyal
946,2.0,8,6305.6,4,4,4,444,platinum customer
947,80.0,5,2981.520000000001,2,2,3,223,losing customer
948,100.0,3,1422.85,1,1,1,111,lost customer
949,88.0,6,3644.49,2,3,3,233,losing customer
950,32.0,7,3609.0899999999997,3,3,3,333,recent customer
951,6.0,6,1740.6100000000001,4,3,1,431,very loyal
952,46.0,5,3569.98,2,2,3,223,losing customer
953,11.0,9,5191.52,4,4,4,444,platinum customer
954,113.0,4,3624.0,1,1,3,113,almost lost customer
955,13.0,7,1429.3600000000001,4,3,1,431,very loyal
956,173.0,3,936.9799999999998,1,1,1,111,lost customer
957,38.0,5,2632.09,3,2,2,322,potential customer
958,34.0,6,2183.71,3,3,2,332,recent customer
959,76.0,6,2178.4399999999996,2,3,2,232,losing customer
960,78.0,4,3516.37,2,1,3,213,losing customer
961,64.0,3,1035.3100000000002,2,1,1,211,high risk customer
962,2.0,7,2344.0,4,3,2,432,very loyal
963,60.0,12,4779.130000000002,2,4,4,244,late bloomer
964,1.0,5,2018.5999999999997,4,2,2,422,very loyal
965,60.0,4,3867.74,2,1,3,213,losing customer
966,13.0,4,527.74,4,1,1,411,becoming loyal
967,66.0,4,3798.3500000000004,2,1,3,213,losing customer
968,35.0,6,4223.16,3,3,4,334,recent customer
969,17.0,5,2793.0499999999997,4,2,3,423,very loyal
970,33.0,5,2840.8100000000004,3,2,3,323,potential customer
971,48.0,5,4015.7799999999997,2,2,3,223,losing customer
972,175.0,2,2158.9999999999995,1,1,2,112,lost customer
973,8.0,8,6639.849999999999,4,4,4,444,platinum customer
974,6.0,6,3250.13,4,3,3,433,very loyal
975,10.0,8,3962.8799999999997,4,4,3,443,platinum customer
976,170.0,6,3830.6800000000003,1,3,3,133,high risk customer
977,41.0,5,2449.15,3,2,2,322,potential customer
978,192.0,5,2890.8399999999992,1,2,3,123,almost lost customer
979,5.0,5,3756.9100000000003,4,2,3,423,very loyal
980,177.0,4,2640.55,1,1,2,112,lost customer
981,25.0,7,2867.0,3,3,3,333,recent customer
982,55.0,6,943.9300000000001,2,3,1,231,losing customer
983,1.0,8,6710.0599999999995,4,4,4,444,platinum customer
984,56.0,8,2294.43,2,4,2,242,late bloomer
985,14.0,4,1690.91,4,1,1,411,becoming loyal
986,75.0,8,4272.969999999999,2,4,4,244,late bloomer
987,22.0,8,5180.26,3,4,4,344,recent customer
988,112.0,2,243.94,1,1,1,111,lost customer
989,25.0,4,3380.3399999999997,3,1,3,313,potential customer
990,11.0,7,2353.4900000000002,4,3,2,432,very loyal
